,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,32223.40334111087,32036.659085134346,31637.82580920338,32600.61160698108,32414.434771093613,32433.411820738766,32252.341765652815,32420.235065337314,32300.2572398399,32241.245550577907
