,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,394.7886527555509,426.0345622990453,433.02350129806956,292.92742463824794,292.83851218581884,292.83851218581884,292.83851218581884,292.9896451571537,298.36987654115944,294.512070023378,298.2484817906079,298.02742685897675,0
1,0.2,2,394.7886527555509,426.0345622990453,433.02350129806956,292.92742463824794,292.83851218581884,292.83851218581884,292.83851218581884,292.9896451571537,298.36987654115944,294.94459502959194,298.30218976389807,298.2697285313695,0
