,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0.1
0,0.1,0.2,2,232.84623464668618,270.52035048733165,331.5442825321884,234.81758348910935,221.93147153636517,222.9704773840179,215.97963678111833,
1,0.1,0.2,2,232.84623464668618,270.52035048733165,331.5442825321884,234.81758348910935,221.93147153636517,222.9704773840179,215.97963678111833,215.99694034085257
