,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,214.59317906109771,329.97870932688994,502.53644747670006,235.8882411667242,215.1381231964101,209.19629317224718,234.10555001035556,212.6019849706593,223.50340811183983,236.63546633068688
