,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,1,7.877777777777776,7.663333333333333,7.645555555555554,7.144444444444444,7.140000000000001,7.134444444444444,7.151111111111111,7.135555555555555
