,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.1,Perfect
0,0.2,2,1399.2867464477044,1394.9886371929583,1399.0971230793925,1397.927050288229,1397.916113524681,1397.573649072489,1397.9029534701415,1397.927050288229,1397.1556584666896,1379.0165158301693
