,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_1,DF_0,DF_0.1
0,0.1,0.2,1,10.746458322195375,12.560997178736624,11.910682342492233,10.209742191612012,9.848008737245426,9.839806164584052,9.8583986626165,9.848008737245427,,
1,0.1,0.2,1,10.746458322195375,12.560997178736624,11.910682342492233,10.209742191612012,9.848008737245426,9.839806164584052,9.8583986626165,9.871522778874699,9.849375832688988,9.87179619796341
