,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,1940.892743134277,1931.7550771895064,1915.2241590859508,1954.0250619651363,1947.4055858274078,1945.7678054860203,1941.0677313510528,1947.2278634197444,1947.2825472374873,1941.1388203141182
