,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,0.1,0,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.254830492156392,4.128284111820503,4.194089120083215,4.278141650438347,4.2596478570200595,4.3008774943408845
1,0.2,0,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.250248953968309,4.160748601679163,4.194089120083215,4.265420442525171,4.264124325249362,4.260925087201282
2,0.3,0,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.246403252653918,4.231048493360768,4.194089120083215,4.26316488946759,4.2540358939507215,4.263984424448252
3,0.4,0,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.244415158311822,4.258825031141742,4.194089120083215,4.26192481343504,4.26245109147831,4.259989809177054
