,Target,risk_aversion,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,2,0.5,[1.95 3.16 3.87 4.34 4.52 4.42 3.99 3.26 2.1 ],[2.34 3.59 4.39 4.72 4.76 4.38 3.81 3.01 1.89],[2.27 3.83 4.73 4.95 4.74 4.3  3.65 2.8  1.88],[2.01 3.17 3.87 4.19 4.23 4.01 3.53 2.76 1.68],[1.62 2.42 3.   3.46 3.69 3.65 3.37 2.79 1.8 ],[1.63 2.43 2.93 3.38 3.62 3.6  3.35 2.8  1.8 ],[1.78 2.66 3.09 3.28 3.36 3.4  3.21 2.64 1.68],[1.84 2.78 3.28 3.58 3.68 3.57 3.11 2.52 1.59],[1.72 2.55 2.98 3.13 3.25 3.39 3.28 2.7  1.65],[1.72 2.57 3.   3.15 3.24 3.39 3.28 2.68 1.64],[1.77 2.65 3.09 3.27 3.31 3.37 3.24 2.68 1.67],[1.66 2.53 3.04 3.23 3.29 3.09 2.83 2.37 1.48],[1.63 2.49 3.06 3.29 3.38 3.28 2.9  2.28 1.49],[1.61 2.45 2.95 3.16 3.19 3.07 2.85 2.38 1.59],[1.61 2.49 3.   3.22 3.24 3.06 2.76 2.37 1.58],[1.62 2.45 2.91 3.09 3.13 3.06 2.85 2.51 1.63],[1.62 2.43 2.85 3.03 3.13 3.05 2.81 2.42 1.63],[1.65 2.48 2.93 3.13 3.15 3.02 2.88 2.51 1.62],[1.63 2.44 2.88 3.09 3.12 3.03 2.79 2.4  1.6 ],[1.71 2.58 3.08 3.25 3.32 3.26 2.89 2.41 1.51],[1.67 2.5  2.97 3.14 3.18 3.03 2.8  2.38 1.48]
1,2,0.5,[1.95 3.16 3.87 4.34 4.52 4.42 3.99 3.26 2.1 ],[2.34 3.59 4.39 4.72 4.76 4.38 3.81 3.01 1.89],[2.27 3.83 4.73 4.95 4.74 4.3  3.65 2.8  1.88],[2.01 3.17 3.87 4.19 4.23 4.01 3.53 2.76 1.68],[1.62 2.42 3.   3.46 3.69 3.65 3.37 2.79 1.8 ],[1.63 2.43 2.93 3.37 3.62 3.6  3.34 2.8  1.8 ],[1.77 2.66 3.08 3.28 3.35 3.38 3.22 2.63 1.65],[1.84 2.78 3.28 3.58 3.68 3.57 3.11 2.52 1.59],[1.75 2.6  3.03 3.19 3.24 3.36 3.25 2.67 1.64],[1.75 2.6  3.04 3.2  3.24 3.37 3.25 2.66 1.64],[1.79 2.7  3.16 3.36 3.43 3.41 3.19 2.63 1.64],[1.64 2.48 2.92 3.11 3.11 3.04 2.93 2.58 1.64],[1.75 2.65 3.14 3.33 3.36 3.31 3.07 2.37 1.49],[1.72 2.63 3.13 3.32 3.36 3.3  3.01 2.46 1.49],[1.59 2.43 2.89 3.11 3.22 3.11 2.81 2.28 1.55],[1.63 2.44 2.88 3.07 3.13 3.06 3.01 2.63 1.75],[1.65 2.47 2.92 3.07 3.12 3.04 2.82 2.45 1.6 ],[1.66 2.51 2.99 3.18 3.24 3.03 2.87 2.46 1.61],[1.64 2.47 2.89 3.06 3.07 3.01 2.85 2.54 1.63],[1.64 2.48 2.94 3.15 3.15 3.05 2.79 2.43 1.64],[1.62 2.43 2.86 3.05 3.08 3.   2.73 2.4  1.58]
2,2,0.5,[1.95 3.16 3.87 4.34 4.52 4.42 3.99 3.26 2.1 ],[2.34 3.59 4.39 4.72 4.76 4.38 3.81 3.01 1.89],[2.27 3.83 4.73 4.95 4.74 4.3  3.65 2.8  1.88],[2.01 3.17 3.87 4.19 4.23 4.01 3.53 2.76 1.68],[1.62 2.42 3.   3.46 3.69 3.65 3.37 2.79 1.8 ],[1.63 2.43 2.92 3.36 3.61 3.59 3.34 2.8  1.79],[1.78 2.69 3.12 3.33 3.42 3.4  3.19 2.61 1.63],[1.84 2.78 3.28 3.58 3.68 3.57 3.11 2.52 1.59],[1.77 2.64 3.08 3.26 3.31 3.37 3.24 2.68 1.67],[1.77 2.64 3.08 3.26 3.31 3.37 3.24 2.68 1.67],[1.78 2.67 3.11 3.31 3.38 3.38 3.21 2.64 1.65],[1.66 2.53 3.03 3.23 3.3  3.09 2.84 2.37 1.45],[1.73 2.65 3.16 3.33 3.4  3.38 3.17 2.4  1.48],[1.64 2.5  2.97 3.18 3.2  3.06 2.8  2.36 1.55],[1.71 2.59 3.08 3.24 3.29 3.2  2.86 2.37 1.51],[1.63 2.48 2.95 3.15 3.15 3.04 2.84 2.54 1.67],[1.67 2.5  2.93 3.06 3.08 3.02 2.86 2.52 1.65],[1.64 2.48 2.93 3.13 3.13 3.03 2.81 2.51 1.63],[1.68 2.53 2.99 3.16 3.23 3.03 2.82 2.43 1.59],[1.66 2.5  2.96 3.18 3.2  3.04 2.81 2.42 1.63],[1.66 2.53 3.03 3.24 3.32 3.16 2.8  2.37 1.52]
