,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,0.1,0.5,1,4.7326254199462054,5.217510802018314,4.197955573645768,4.3008072104317385,4.280943348541362,4.212275575536929,4.190401713463154,4.21398947656347,4.213853505654282,4.1992616492030095
