,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,0.2,0.01,2,2.7720196728051505,3.0127074989980422,2.855883003086305,2.650100182836925,2.469960758370483,2.463750625730092,2.377840614800168,2.377413562918754,2.373466083947355,2.3793577838618893,2.3678694366064423
