,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.914068701129982,4.573989696640134,4.52687136853552,4.524567709332023,4.4943896755989545,4.48439325685735,4.511923882781053,4.425441907631799,4.577885587511715,4.532052428043097,4.556316814201755,4.5848503240947815,4.476178200203054,4.540303101238074,4.50539629061498,4.493195815280977,4.514161361294915,4.553138631698149
1,0.2,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.889016570853243,4.567475406081503,4.519982814619206,4.538643616688671,4.4802012178664725,4.516415569221533,4.5158167909033935,4.449462698994315,4.441527647328127,4.65449774525272,4.56175646008069,4.630697275895578,4.514460784696843,4.5475163307656,4.471721367315626,4.502384488265954,4.461853050102967,4.531109101279586
2,0.3,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.906897592000173,4.574069436794977,4.527756774829164,4.586815874662544,4.49986529720996,4.530836651360939,4.5169166754376375,4.496907575344827,4.479459453926738,4.533594719121677,4.477233460464266,4.578708362537197,4.51045902312887,4.520164733268203,4.438805301959171,4.550124123910428,4.451504955795312,4.507306428812289
3,0.4,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.93784521536046,4.577682670514222,4.528134293136834,4.6309273672423386,4.49816142249272,4.536990468937619,4.5358199777105845,4.50697688203861,4.512045995964562,4.52101729984282,4.511324891982347,4.615994553012515,4.520825552663446,4.5976499356054665,4.522632385867813,4.434428363865942,4.5179142805919605,4.982996537135689
4,0.5,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.946551202570572,4.5799529351435195,4.527262779276213,4.7000760446157965,4.500952766932991,4.576143003002135,4.56912907248876,4.549715640226541,4.554530603832405,4.672924884457117,4.771593105596775,4.697334257304646,4.493588127108537,4.6422618701292215,4.550987840778934,4.61922837664837,4.529110792524882,4.56241234461535
5,0.6,0.5,1,5.555290632645729,5.986383012147221,6.0175281225643324,4.897064211409575,4.567703863460815,4.51018779920643,4.6722123477112465,4.4850072271942345,4.66042973798051,4.618324156451684,4.556260444914855,4.5452482432851635,4.553839405831081,4.75897469424613,4.857908476727859,4.526411526317876,4.600089295090351,4.533106704528876,4.626918845410764,4.593813298189559,4.617702323843901
