,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,0.1,0.5,1,4.7326254199462054,5.217510802018314,4.197955573645768,4.3008072104317385,4.280943348541362,4.212275575536929,4.190401713463154,4.21398947656347,4.213853505654282,4.1992616492030095
1,0.2,0.5,1,4.7326254199462054,5.217510802018314,4.197955573645768,4.3008072104317385,4.281283630089096,4.209283878526633,4.189605357923207,4.201739720492621,4.208930180864119,4.194400477956081
2,0.3,0.5,1,4.7326254199462054,5.217510802018314,4.197955573645768,4.3008072104317385,4.280664073175204,4.200088852589548,4.191669194091705,4.2160084741071575,4.21327245179621,4.195473081524963
3,0.4,0.5,1,4.7326254199462054,5.217510802018314,4.197955573645768,4.3008072104317385,4.2799351314878225,4.195288240513338,4.190791147433179,4.199619338449874,4.2054966107920935,4.198462420068162
