,Quantile,risk_aversion,Target,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.2,1,1.4495666350005,1.4316401260869993,1.462721319054879,1.7121932954806156,1.482393378718707,1.4450509683455723,1.470340860364384,1.4447482610684446,1.4481394383397954,1.4473428188383783
1,0.2,0.2,1,1.89218371053633,1.8933207551040503,1.969554150366664,2.151164765751454,1.9093089370088068,1.901525045594216,1.9022510019477887,1.8870726430316416,1.9000539429286312,1.8948359197944928
2,0.3,0.2,1,2.1858423066752377,2.1447130730820647,2.223232670350018,2.286080667555939,2.1958673331925627,2.1654402303298093,2.185557089374686,2.1645175010889472,2.1774393808104664,2.1640420919435903
3,0.4,0.2,1,2.2700604357256715,2.250060884219576,2.332814565262907,2.2924638282834464,2.30443884557054,2.26334702033578,2.2670263453112565,2.59002899373039,2.2658333614493804,2.263030032529831
4,0.5,0.2,1,2.2663890129031903,2.2793860282432044,2.2910332172227323,2.3097209692418765,2.2358931816365257,2.2472728045823223,2.2760686907451806,2.2509298677686798,2.2331563061652138,2.249752155157756
5,0.6,0.2,1,2.159008638879433,2.149838093042499,2.322677826190197,2.274959110731774,2.1276197617233086,2.1618495233243205,2.208807788123867,2.1354283405303374,2.136487556925495,2.137650586066333
6,0.7,0.2,1,1.985687095169655,2.0034724155365895,2.021176437338958,1.9639344596598722,2.0078064087620433,1.9847679415881427,2.0324999104654733,1.9411830446972316,1.9590397343516868,2.024248134862466
7,0.8,0.2,1,1.7260599149655127,1.7487303765582247,1.7620660939665915,1.7376968745886807,1.7986247274959808,1.7685372552544014,1.7443528100904702,1.7106005168806417,1.7244127611976432,1.7114371283974041
8,0.9,0.2,1,1.3466382092934543,1.3520093178141175,1.415040988576419,1.3998581153623746,1.3321602642565973,1.3217770823385055,1.3232572084802052,1.325089034320158,1.335646663004567,1.3337086979803383
