,Target,risk_aversion,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.51 2.74 2.76 2.62 2.31 1.91 1.27],[1.29 2.02 2.46 2.64 2.6  2.44 2.2  1.89 1.26],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.26 2.03 2.51 2.72 2.73 2.57 2.27 1.89 1.25],[1.27 2.03 2.51 2.72 2.75 2.6  2.29 1.89 1.26],[1.28 2.04 2.47 2.64 2.66 2.54 2.3  1.88 1.22]
1,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.51 2.73 2.76 2.61 2.3  1.9  1.27],[1.28 2.01 2.43 2.6  2.59 2.47 2.24 1.86 1.24],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.04 2.52 2.76 2.8  2.65 2.34 1.9  1.26],[1.27 2.04 2.52 2.76 2.8  2.65 2.34 1.9  1.26],[1.28 2.04 2.49 2.7  2.72 2.57 2.26 1.9  1.27]
2,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.51 2.73 2.75 2.6  2.29 1.9  1.27],[1.28 2.03 2.45 2.63 2.65 2.54 2.29 1.87 1.22],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.04 2.51 2.73 2.76 2.62 2.3  1.91 1.27],[1.27 2.04 2.51 2.73 2.76 2.62 2.31 1.9  1.27],[1.27 2.03 2.51 2.72 2.74 2.59 2.28 1.89 1.25]
3,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.5  2.72 2.74 2.6  2.28 1.9  1.26],[1.29 2.03 2.45 2.63 2.67 2.56 2.31 1.87 1.21],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.04 2.51 2.73 2.76 2.61 2.3  1.9  1.26],[1.27 2.04 2.51 2.74 2.77 2.63 2.32 1.9  1.26],[1.27 2.04 2.51 2.75 2.79 2.64 2.33 1.9  1.26]
4,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.5  2.72 2.73 2.59 2.28 1.9  1.26],[1.29 2.03 2.44 2.63 2.68 2.56 2.31 1.86 1.21],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.04 2.5  2.72 2.74 2.59 2.28 1.9  1.27],[1.27 2.04 2.52 2.75 2.8  2.65 2.34 1.9  1.26],[1.27 2.03 2.51 2.73 2.74 2.6  2.28 1.89 1.26]
5,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.5  2.72 2.73 2.59 2.27 1.9  1.26],[1.29 2.03 2.44 2.63 2.68 2.57 2.32 1.87 1.21],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.03 2.51 2.72 2.72 2.56 2.26 1.89 1.26],[1.27 2.03 2.51 2.71 2.71 2.56 2.26 1.89 1.25],[1.27 2.04 2.52 2.74 2.77 2.62 2.3  1.89 1.25]
6,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.04 2.5  2.71 2.72 2.58 2.27 1.89 1.26],[1.29 2.03 2.44 2.64 2.69 2.57 2.32 1.87 1.21],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.27 2.04 2.51 2.74 2.77 2.62 2.31 1.9  1.27],[1.27 2.04 2.51 2.74 2.77 2.62 2.32 1.9  1.27],[1.27 2.04 2.51 2.73 2.76 2.62 2.31 1.9  1.26]
7,1,0,[1.43 2.29 2.85 3.2  3.38 3.34 3.09 2.61 1.75],[1.54 2.38 3.08 3.49 3.72 3.65 3.28 2.69 1.83],[1.56 2.28 2.73 2.93 2.96 2.85 2.54 2.06 1.28],[1.31 2.13 2.61 2.9  3.01 2.91 2.59 2.07 1.32],[1.27 2.05 2.51 2.75 2.79 2.64 2.33 1.9  1.26],[1.27 2.03 2.5  2.71 2.71 2.57 2.26 1.89 1.26],[1.3  2.05 2.47 2.68 2.73 2.61 2.37 1.9  1.19],[1.28 2.02 2.44 2.61 2.62 2.5  2.27 1.86 1.23],[1.26 2.04 2.51 2.73 2.77 2.63 2.31 1.9  1.26],[1.27 2.04 2.5  2.73 2.76 2.62 2.31 1.91 1.27],[1.27 2.05 2.52 2.76 2.81 2.65 2.35 1.9  1.26]
