,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.252584357807599,4.130380188683627,4.194089120596889,4.148009820992046,4.150612300403916,4.213400257451301,,,,,,,,,,
1,0.2,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.249424010992168,4.168298523320105,4.194089120596889,4.219008364072258,4.205303423895828,4.210779732437949,,,,,,,,,,
2,0.3,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.245558799335577,4.220954845147404,4.194089120596889,4.208885339666473,4.245730905592135,4.197809998608938,,,,,,,,,,
3,0.4,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.2441073109822645,4.258931182303559,4.194089120596889,4.206516551317239,4.185798975271549,4.2017909477304505,,,,,,,,,,
4,0.5,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.242992420705127,4.254224625559354,4.194089120596889,4.268266904434045,4.22148867591624,4.177327303177174,,,,,,,,,,
5,0.6,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.241879786902221,4.254224559039141,4.194089120596889,4.217944656897572,4.212942584516383,4.211337271395469,,,,,,,,,,
6,0.7,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.240123150631764,4.322373172667411,4.194089120596889,4.257928512765195,4.246330429794666,4.291968100072134,,,,,,,,,,
7,0.8,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.241053621872721,4.336993597879305,4.194089120596889,4.44639294344124,4.398128107797923,4.256246189596055,,,,,,,,,,
8,0.9,0.01,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.242644628871914,4.320897942308799,4.194089120596889,4.368982995222641,4.365084791253791,4.294149602689693,,,,,,,,,,
9,0.1,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.248554742558264,4.138796526785906,4.194089120596889,4.196846650122455,4.261565942022719,4.189258246462432,4.170928655184955,4.1582277440204525,4.4941412692142055,5.2640293036306085,4.161989980350932,4.141146153168933,4.141032277257028,4.133667449137441,4.140882169787466,4.168725090980828
10,0.2,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.247531432862121,4.177274668331353,4.194089120596889,4.20614260637193,4.204996947878367,4.186622376931721,4.161173724448532,4.137786797447104,4.400782100363968,5.264026030083974,4.242804822393497,4.132239369649185,4.159746773984022,4.142518071405432,4.146728132340871,4.180006752783329
11,0.3,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.244326059735154,4.2055183124356885,4.194089077883461,4.170136090707929,4.166278437515636,4.176504927032748,4.163119522238843,4.13733453993942,4.484645123163466,4.36393274891144,4.168385846565163,4.145107503721894,4.1582142152782895,4.140593908063144,4.139788381726962,4.154324303177125
12,0.4,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.243401053654209,4.248141927862075,4.194089077883461,4.193727771269868,4.196035006175148,4.190744580087932,4.153421374295819,4.144294448915186,4.267026603493746,4.298831387685539,4.205810396768385,4.170839203195721,4.189357235685021,4.155134298071383,4.145651404515985,4.169964527175939
13,0.5,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.242518121952028,4.254224500050064,4.194089077883461,4.159520930048688,4.163790670952327,4.165854292594133,4.152963496278636,4.177908890513565,4.2023227376102446,4.184880700230258,4.198524779653265,4.230685370686156,4.158606557729759,4.186812529571766,4.161836229206785,4.159490848691079
14,0.6,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.241325780634465,4.254224518914196,4.194089077883461,4.169991953396707,4.173270445810876,4.166525657594501,4.165785865738327,4.130275635689051,4.212044590474562,4.173111163539176,4.15355133461564,4.170296527617705,4.144820448402211,4.234755480041629,4.155178556117138,4.124669484644447
15,0.7,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.239560108901943,4.278032399807296,4.194089077883461,4.177805442638208,4.214016149472413,4.193515168738724,4.149247488726675,4.127224537567609,4.295707356592576,4.267619523764435,4.190884074914368,4.160724273531131,4.193930534045268,4.154482279934822,4.179692415149202,4.15558133787587
16,0.8,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.239195959264993,4.277245354002904,4.194089077883461,4.287926538428934,4.297931166764133,4.2056286190648136,4.159672614552521,4.122830847469074,4.385783947549118,4.493167369418418,4.198302694987434,4.197174452478525,4.184877978887682,4.284941299781354,4.174067093233017,4.135485336406976
17,0.9,0.2,3,5.022416497776804,5.218663787568504,5.2640293036306085,4.248736137083469,4.259547504675046,4.238510335709757,4.288551123915054,4.194089077883461,4.174058082216069,4.177359353054484,4.186771839612128,4.157284888513592,4.142373748206819,4.677734122990962,5.264029303630611,4.217828860615821,4.647633951368749,4.221207003830597,4.258019823312892,4.200939376675141,4.1919106768691385
